text,label,language
note how the students mentioned in this article all have foreign names middle eastern african likely moslem yet the vast majority of rural uk is white british these are the people who need to commute often with poor rail bus services cities with good commuter services are full of immigrants,0,en
i fucking hate you for this,0,en
laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1,en
spic nigger chink are just three examples,1,en
roast this lying kike,1,en
"sayang bestie , kita jangan jadi begini tahu walaupun satu hari sudah tak kawan .",0,ms
touch down w them bricks go harder little nigga,0,en
trima kasih meow !,0,ms
laughing my ass off says the person who insulted me stop doing things when it done back you u bitch up and cower in a corner and try and be a victim pussy still no denial you are trailer trash and a product of incest,0,en
"saya tidak merosakkan apaapa . saya menambah kepada wikipedia . anda akan bercakap . saya melihat maklumat pengguna anda , anda malas preve",1,ms
saya membawa anda semua ke bawah !!!,1,ms
yeah that is the tent city for the annual muslim meeting in saudi arabia but they take no refugees because they fear riots,0,en
bodoh kita berdua tahu di mana kamu sebenarnya . kembali ke ruangan bawah tanah dan tinggal di sana .,1,ms
like there are not straight women who hate penis but still manage to fall in love with computer information science dudes,0,en
"sudah tentu , anda boleh tidak celebrate anda birthday tanpa anda besties dan dijumpai family ! kami love celebrating yang indah person anda adalah ! alya loves anda ! gembira birthday margaret nearl ! saya matahari !!! terima kasih anda jadi banyak !!!",0,ms
"apa yang anda maksudkan dengan apa yang saya lakukan di sini , maaf saya terlupa anda wikipedia untuk seseorang yang suka menjadi runtuhan kecil , anda sepatutnya tidak tahu banyak peraturan . wikipedia pemilikan artikel wikipedia saya tidak suka",1,ms
penggunaan lucu digunakan untuk menjadi contoh yang sangat lucu dan lucu penggunaan perkataan fuck di tempat hampir setiap bahagian speach dalam kalimat . di mana ia pergi saya tidak betulbetul mengingatnya tetapi saya fikir ia perlu dikembalikan .,0,ms
"pergi membunuh diri sendiri . f kayu mati dan mati , retarder .",1,ms
a year muslims kid while says to no to,0,en
qalz yang lembab dan kenyal tauge adalah mereka peribadi fav tidak yang crunchy satu,0,ms
"masyarakat bible yang saya bosan dengan katolik seperti anda , menggunakan wikipedia sebagai media proselytist . saya akan menulis artikel mendedahkan persecutiuon kejam oleh katolik terhadap masyarakat alkitab .",1,ms
"yrbbghxni wehh apa macam itu bagi assignment tapi due tarikh pendek sangat gila lah tapi tak siap satu hal pulak , tak apa kot tidur kejap menetapkan semula balik badan",0,ms
importing subhumans to rape white women and children and torture and murder white main is the opposite of what power hungry politicians would do what would be the point of ruling haiti it better to be homeless among whites,1,en
okey memadamkan halaman saya bosan dengan kotoran ini sudah,1,ms
whio wants to be my slave deathmatch me slave gay sexting incest horny femboy trap,0,en
menarik fact seni bina adalah once ini olympic sukan . huh ? 1 be904 be9044,0,ms
mikemikev anda menyekat cip mengapa mengganggu jika saya perlu saya boleh membersihkan omong kosong anda . kuasa pentadbir anda tidak berkuasa ...,1,ms
berapa banyak imej percuma anda telah mengimbas apa yang baru anda bbastard nama pengguna anda,0,ms
why you give that pussy to that nigga for the free when you can not call him when you having an emergency meg,0,en
rt 36 pieces popia simpul kepada ikea cheras ikea damansara . guna lalamove senang sebb harga lebih ku,0,ms
soon we will be hearing about a caravan of immigrants planning to storm the border,0,en
tak ada kot istilah mulut jahat hati baik sudah hendak akhir zaman ini kurang kan la mulut jahat itu,0,ms
susah pergi . jangan gunakan pengawasan saya sekali lagi untuk apaapa sebab atau anda akan menyesalinya .,1,ms
your sick fuck number one i do not and never stick shit up my ass that all you freaks laughing my fucking ass off your funny gay nazis whitesupreamist,0,en
anda adalah asshola dan sentiasa akan menjadi . dunia menderita kerana anda seperti bajingan .,1,ms
apa masalah dengan anda minda perniagaan anda sendiri . awak lelaki nerdy,1,ms
a bullet in the brain of a kike works too and it faster,1,en
get the showers fired up it going to be a merry christmas i guess even sand niggers can do a good thing every once in a while,1,en
kiub gila perangai celaka sangat itu,0,ms
smua this time kami berfikir dendera archon adalah a lelaki,0,ms
dday cini 2nd tunggal saya 2022.4 . 20 pelepasan cini inii call119 weare,0,ms
saya dan semua saya moots feri,0,ms
oh my god i was joking honeybooboo i was over exaggerating because most of the names if not all are muslim names therefore islamophobic,0,en
yoo kenapa saya pengecut itu tidak menyenangkan saya ingin merosakkan lebih banyak halaman kthxbai !,1,ms
"isnin julai zulhijjah h pagi masuk waktu syuruk bagi kuantan , pekan , rompin , muadzam shah hampa kawasan yang sama waktu waktu haram solat hingga pagi",0,ms
jika saya sudah buat dass itu . macem mana hendak maklumkan dekat doktor ?,0,ms
fuck kamu semua yang saya lakukan telah meletakkan barangan pada halaman pengguna saya dan anda memadamkan ia fuck lain yang penting anda dan fuck wikipedia,1,ms
"maklumlah , latar evolusioner ketakutan di tempat gelap adalah perilaku nenek moyang pada masa silam yang selalu terjaga",0,ms
nuke sweden ! pergi siasat diri dengan siasatan dubur . f ckhead .,1,ms
"munawar faruqui gets emtional selepas anjali arora , saisha shinde betray him pada lock upp . menonton",0,ms
others just want it to be more faggot friendly towards the trannies,1,en
mati haram pun nga masalah itu taca kdpnra hidu,0,ms
might fuck around and drunk text this,0,en
as always translated versions have omitted verses to make islam look like a good ideology funny that it wasn nanti distributed in venezuela perhaps it known it will be used as toilet paper since there is a shortage,1,en
adalah tidak ia kepada spicey tho ?,0,ms
unlike the islamic world the west cherishes human life so we do not need muslims to teach us how to love religious groups which facilitate refugee immigration are paid by the head making venture catholic lutheran churches lead in this operation,1,en
oh look ber . e . nanti . just joined hgtv the new tiny ghetto house,1,en
what do you mean goes and buys their house not only predates the ghetto it was there before ghetto people came to exist why do you want white people to take a stand for their home but jews to flee theirs,0,en
oh glorious america clutched warm in zion claws our court corrupt our country gone the jews hacked off our balls no sovereignty no identity god left us in the dust and turned what good to a ghetto hood and left us there to rust,0,en
the handmaid tale is a jewish litmus test to see how retarded women have become,1,en
untk tomorrow activesg gim denyutan jantung bedok dalam singapore,0,ms
amaran klau dengan rakyat bukan setakat amaran terus haha,1,ms
terima kasih sekali lagi untuk input bantuan anda .,1,ms
walking along the road i realised how dirty pakis are of them spitting on the floor dirty bastards i thought and i bet their husbands are just as bad,1,en
the sand niggers are the kinder mutti merkel could not be bothered to have her fur backed babies,1,en
"sayangi diri sendiri juga perlu , gaboleh larut larut dalam masalah",0,ms
akan pernah menjadi fatass pergi fuck ibu anda lagi,1,ms
more red pills for women more hayek for women more duckduckgo for women liberallogic,0,en
awak jalang saya ! saya mempunyai keldai anda .,1,ms
shit like this is what leads to civil war cuomo and his pedo son along with the rest of the muzzie lovers need to wake the fuck up,1,en
racist cops only exist in the us look at them beating up those poor people of colour who dindu nothing they were just trying to get to chick fil a before the sandwiches sold out,0,en
saya hendak menangis ye dollydalilah jawapannya dami saya,0,ms
"anda tidak boleh memadamkan kotoran dari halaman perbincangan saya yang anda fagot , dapatkan tahi keluar dari sini",1,ms
jedi mike jedi mike hours ago i wonder if these thugs listening to rap songs in the locker room that glorify violence that would be awesome to get that out it would destroy there stupid protest,0,en
saya perak jhor nogori,0,ms
boh punya fav gila lama dekat kolej ini taksempat merasa hendak beli sendiri mahal jadi kena tunggu balik rumah haha taca r qazi z sudah,0,ms
. terlalu buruk soviet tidak memusnahkan album keluarga anda,1,ms
babi selamat tinggal,0,ms
kucing dijumpai assalamualaikum ... mohon bantuan ... jiran saya ini didatangi kucing beranak kecil 4 ekor ... masalahnya,0,ms
gubernur bangsat,1,ms
whom stop that the biggest nut niggers whom stop that release seminal fluid,1,en
uh wow just checked their dates and what the fuck chungha rb on rd oct and superm on th oct are they going to kill all of the multifandom fans,0,en
"hey lelaki dia adalah vandalisme pada halaman fec yang kacau . apa yang telah kami lakukan peminat mdma kepadanya , kami memerlukan halaman kami .",1,ms
"ramalan zodiak sagitarius sembilan belas hingga dua puluh empat april 2022 kehidupan cinta begitu merepotkan pekan ini , sma tips ampuhnya",0,ms
how quickly the nigger expends his meager verbal capital and retreats into half measured snark go smoke a blunt and play some xbox you utter parody of humankind you dribbling profligate baboon in a suit,1,en
boleh saya juga menambah bahawa anda adalah seorang ayam dan anda perlu mencari sesuatu yang lebih baik untuk dilakukan dengan masa anda .,0,ms
"do tidak menjadi takut kepada pengalaman with ia hanya menjadi kreatif , ekspres anda fikiran sepuluh tenlee baru lagu dalam gda gdcxtenspecialstage tenaestheticstage tenlee",0,ms
my gramma always says if u can not say something nice about someone do not say anything at all just call them a nigger and move,0,en
